Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""",długość geograficzna,szerokość geograficzna,Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE)
P_225,P_225,013006633,013006633,23434,23434,Przedszkole nr 225,Przedszkole nr 225,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Szczęśliwice,ul. Stefana Bobrowskiego,5,02-378,Barbara,Rokicka,228229348,228229348,http://przedszkole225waw.szkolnastrona.pl,http://przedszkole225.bip.um.warszawa.pl,p225@edu.um.warszawa.pl,225,nie,jednostka budżetowa,0,120,120,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23434,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,97161484","52,20948378",,,806
P_226,P_226,013006952,013006952,110245,110245,"Przedszkole z Oddziałami Integracyjnymi nr 226 ""Małego Europejczyka""","Przedszkole z Oddziałami Integracyjnymi nr 226 ""Małego Europejczyka""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Nowodwory,ul. Strumykowa,17,03-138,Ewa,Kulikowska,226765195,226765195,http://przedszkole226.waw.pl,http://przedszkole226.bip.um.warszawa.pl,p226@edu.um.warszawa.pl,226,nie,jednostka budżetowa,0,330,330,0,15,15,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/110245,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"20,94490814","52,32815037",,,818
P_227,P_227,013004982,013004982,14695,14695,"Przedszkole nr 227 ""Wesołe Nutki""","Przedszkole nr 227 ""Wesołe Nutki""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Świętosławska,3,04-059,Danuta,Gromadka,228102693,228102693,http://p227.edupage.org,http://przedszkole227.bip.um.warszawa.pl,p227@edu.um.warszawa.pl,227,nie,jednostka budżetowa,0,177,177,0,8,8,nie,nie,nie,nie,nie,nie,nie,nie,nie,oddział zamiejscowy przedszkola: ul. Szczawnicka 1,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/14695,,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,08311462","52,23872926",,,760
P_228,P_228,013002470,013002470,85168,85168,Przedszkole nr 228,Przedszkole nr 228,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Wierzbno,ul. Marzanny,8,02-649,Jolanta,Kopała,228446015,228446015,http://www.przedszkole228.waw.pl,http://przedszkole228.waw.pl,p228@edu.um.warszawa.pl,228,nie,jednostka budżetowa,0,125,125,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/85168,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00436592","52,19096669",,,666
P_230,P_230,013004999,013004999,14735,14735,"Przedszkole nr 230 ""Kolorowy Zakątek""","Przedszkole nr 230 ""Kolorowy Zakątek""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Szaserów,118A,04-349,Beata,Tobjasz,226102496,226102496,http://www.przedszkole230.waw.pl,https://p230.info-bip.pl,p230@edu.um.warszawa.pl,230,nie,jednostka budżetowa,0,149,149,0,7,7,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/14735,,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,09599495","52,24932742",,,761
P_233,P_233,013005007,013005007,24250,24250,"Przedszkole nr 233 ""Zielony Domek""","Przedszkole nr 233 ""Zielony Domek""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wawer,Anin,ul. Romana Pazińskiego,11A,04-643,Bernardetta,Piotrowska,228120689,228120689,http://www.przedszkole-zielonydomek.pl,http://przedszkole-zielonydomek.pl/bip,p233@edu.um.warszawa.pl,233,nie,jednostka budżetowa,0,125,125,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/24250,,Poradnia Psychologiczno-Pedagogiczna nr 17,,,"21,17364586","52,21575548",,,762
P_234,P_234,013001363,013001363,19845,19845,Przedszkole nr 234,Przedszkole nr 234,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Koło,ul. Ożarowska,59,01-416,Maria,Antoniak,228363512,,http://www.przedszkolenakole.pl,http://przedszkole234.bip.um.warszawa.pl,p234@edu.um.warszawa.pl,234,nie,jednostka budżetowa,0,75,75,0,3,3,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19845,,Poradnia Psychologiczno – Pedagogiczna nr 14,,,"20,95446968","52,2464757",,,596
P_235,P_235,013005013,013005013,14736,14736,"Przedszkole nr 235 ""Tęczowe Przedszkole""","Przedszkole nr 235 ""Tęczowe Przedszkole""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Chroszczewska,3/5,04-068,Teresa,Janek,228105908,228105908,https://235.przedszkole.waw.pl,http://www.bip235.przedszkole.waw.pl,p235@przedszkole.waw.pl,235,nie,jednostka budżetowa,0,137,137,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/14736,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,08177185","52,24193819",,,763
P_236,P_236,012524656,012524656,23496,23496,"Przedszkole nr 236 ""Mali Odkrywcy""","Przedszkole nr 236 ""Mali Odkrywcy""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Słodowiec,ul. Antoniego Fontany,2,01-884,Katarzyna,Kwiecińska,228346585,228346585,http://www.236maliodkrywcy.witryna.info,http://przedszkole236.bip.um.warszawa.pl,p236@edu.um.warszawa.pl,236,nie,jednostka budżetowa,0,149,149,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23496,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,9489994","52,27445377",,,519
P_237,P_237,013001624,013001624,19846,19846,Przedszkole nr 237 im. Warszawskiej Syrenki,Przedszkole nr 237 im. Warszawskiej Syrenki,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Młynów,ul. Eustachego Tyszkiewicza,33,01-172,Grażyna,Ziółek,226328019,,http://www.przedszkole237.waw.pl,http://przedszkole237.bip.um.warszawa.pl ,p237@edu.um.warszawa.pl,237,nie,jednostka budżetowa,0,221,221,0,9,9,nie,nie,nie,nie,nie,nie,nie,nie,nie,oddział zamiejscowy przedszkola: ul. Leonarda 6/8,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19846,,Poradnia Psychologiczno – Pedagogiczna nr 14,,,"20,96674156","52,24091894",,,616
P_238,P_238,013001630,013001630,19847,19847,"Przedszkole nr 238 ""Tęczowy Pajacyk""","Przedszkole nr 238 ""Tęczowy Pajacyk""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Ulrychów,ul. Monte Cassino,5,01-121,Renata,Szyszka,228364842,228364842,http://p238.przedszkola.net.pl,http://p238.info-bip.pl ,p238@edu.um.warszawa.pl,238,nie,jednostka budżetowa,0,120,120,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19847,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,9459362","52,23605686",,,617
P_239,P_239,013006640,013006640,23435,23435,Przedszkole nr 239,Przedszkole nr 239,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Filtry,Aleje Jerozolimskie,117A,02-017,Agnieszka ,Wołek,226292383,226292383,http://www.przedszkole239.waw.pl,http://przedszkole239.bip.um.warszawa.pl,p239@edu.um.warszawa.pl,239,nie,jednostka budżetowa,0,111,111,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23435,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,99353027","52,22518479",,,807
P_240,P_240,012524640,012524640,23495,23495,Przedszkole nr 240 im. Polskich Olimpijczyków,Przedszkole nr 240 im. Polskich Olimpijczyków,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Las Bielański,ul. Marymoncka,34,00-968,Ewa,Skwarka,228641115,228641115,http://www.przedszkole240.waw.pl,http://przedszkole240.bip.um.warszawa.pl,poczta@przedszkole240.waw.pl,240,nie,jednostka budżetowa,0,129,129,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23495,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,9559288","52,2862596",,,518
P_241,P_241,013006656,013006656,23436,23436,Przedszkole nr 241,Przedszkole nr 241,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Rakowiec,ul. Księcia Trojdena,5B,02-109,Teresa,Bieńkowska,228234119,228234119,http://www.trojdenek.com.pl,http://przedszkole241.bip.um.warszawa.pl,p241@edu.um.warszawa.pl,241,nie,jednostka budżetowa,0,118,118,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23436,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,98396111","52,20432085",,,808
P_243,P_243,013005036,013005036,61535,61535,Przedszkole nr 243,Przedszkole nr 243,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Rembertów,Stary Rembertów,ul. Kordiana,7/11,04-451,Irmina,Jachimowicz,226119296,226119296,http://www.p243.waw.pl,http://przedszkole243.bip.um.warszawa.pl,p243@edu.um.warszawa.pl,243,nie,jednostka budżetowa,0,150,150,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/61535,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,15337753","52,25973967",,,764
P_244,P_244,013002486,013002486,40525,40525,"Przedszkole nr 244 ""Niegocińskie Skrzaty""","Przedszkole nr 244 ""Niegocińskie Skrzaty""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Służew,ul. Niegocińska,9,02-698,Danuta,Skalska,228433049,228433049,http://p244.przedszkola.net.pl,http://przedszkole244.bip.um.warszawa.pl,p244@edu.um.warszawa.pl,244,nie,jednostka budżetowa,0,125,125,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/40525,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00707054","52,17490418",,,667
P_247,P_247,012525348,012525348,19694,19694,Przedszkole Integracyjne nr 247,Przedszkole Integracyjne nr 247,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Marymont-Potok,ul. Bieniewicka,32,01-632,Blanka,Adamczuk,228328408,228328408,http://www.przedszkole247.eu,http://www.przedszkole247.eu/bip,p247@edu.um.warszawa.pl,247,nie,jednostka budżetowa,0,104,104,0,5,5,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19694,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,97321892","52,27309768",,,529
P_248,P_248,013006662,013006662,23437,23437,Przedszkole nr 248,Przedszkole nr 248,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Rakowiec,ul. Karola Dickensa,5A,02-107,Ewa,Czerska,222246252,224251289,http://www.przedszkole248.edupage.org,http://p248.info-bip.pl,p248@edu.um.warszawa.pl,248,nie,jednostka budżetowa,0,119,119,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23437,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,97361183","52,20496395",,,809
P_250,P_250,013005042,013005042,14738,14738,"Przedszkole nr 250 ""Akwarelka""","Przedszkole nr 250 ""Akwarelka""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Kinowa,10A,04-019,Iwona,Skorupa,228108188,228108188,http://www.akwarelka250.przedszkola.net.pl,http://www.p250.info-bip.pl,p250@edu.um.warszawa.pl,250,nie,jednostka budżetowa,0,122,122,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/14738,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,07624435","52,23861336",,,765
P_253,P_253,013001647,013001647,19848,19848,"Przedszkole nr 253 ""Akademia Pana Kleksa""","Przedszkole nr 253 ""Akademia Pana Kleksa""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Ulrychów,ul. Antka Rozpylacza,2,01-107,Natalia,Sztekler,228367913,228773209,http://p253.przedszkola.net.pl,http://przedszkole253.bip.um.warszawa.pl,p253@edu.um.warszawa.pl,253,nie,jednostka budżetowa,0,125,125,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19848,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,93496513","52,23306351",,,618
P_255,P_255,013006685,013006685,23438,23438,Przedszkole nr 255,Przedszkole nr 255,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Rakowiec,ul. Władysława Korotyńskiego,3,02-121,Katarzyna,Kuźniarska,228231516,228231516,http://przedszkole255.pl,http://przedszkole255.bip.um.warszawa.pl,p255@edu.um.warszawa.pl,255,nie,jednostka budżetowa,0,121,121,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23438,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,98245239","52,19951921",,,810
P_259,P_259,015315226,015315226,54101,54101,"Przedszkole nr 259 ""Leśna Bajka""","Przedszkole nr 259 ""Leśna Bajka""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wesoła,Plac Wojska Polskiego,Plac Wojska Polskiego (Wesoła),18,05-075,Magdalena,Kraus,227736179,227736179,http://www.przedszkole259.pl,http://przedszkole259.bip.um.warszawa.pl,p259@edu.um.warszawa.pl,259,nie,jednostka budżetowa,0,111,111,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/54101,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,22956467","52,25786276",,,861
P_260,P_260,013003267,013003267,54014,54014,Przedszkole nr 260,Przedszkole nr 260,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wesoła,Stara Miłosna,Trakt Brzeski (Wesoła),85,05-077,Małgorzata,Masicz,227733994,227733994,http://www.p260.przedszkola.net.pl,http://przedszkole260.bip.um.warszawa.pl,p260@edu.um.warszawa.pl,260,nie,jednostka budżetowa,0,75,75,0,3,3,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/54014,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,23903084","52,22374765",,,698
P_261,P_261,013003801,013003801,54016,54016,"Przedszkole nr 261 ""Pod Dębami""","Przedszkole nr 261 ""Pod Dębami""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wesoła,Wesoła-Centrum,ul. Armii Krajowej (Wesoła),72,05-075,Małgorzata,Riedel,227735858,227735858,http://www.przedszkole261.szkolnastrona.pl,http://www.przedszkole261.szkolnastrona.pl/bip,p261@edu.um.warszawa.pl,261,nie,jednostka budżetowa,0,119,119,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/54016,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,23185921","52,24989543",,,700
P_262,P_262,013003793,013003793,54012,54012,Przedszkole nr 262,Przedszkole nr 262,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wesoła,Zielona-Grzybowa,ul. Antoniego Pankracego Łaguny (Wesoła),3,05-075,Joanna,Konowrocka,226119243,226119243,http://przedszkole262.wawnet.pl,http://przedszkole262.bip.um.warszawa.pl,p262@edu.um.warszawa.pl,262,nie,jednostka budżetowa,0,120,120,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/54012,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,19142264","52,24555727",,,699
P_263,P_263,013001653,013001653,19849,19849,Przedszkole nr 263,Przedszkole nr 263,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Nowolipki,ul. Miła,39,01-050,Beata,Makarewicz,228383715,228383715,http://przedszkole263.edu.pl,http://przedszkole263.bip.um.warszawa.pl,p263@edu.um.warszawa.pl,263,nie,jednostka budżetowa,0,117,117,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19849,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,98156929","52,24772571",,,619
P_264,P_264,013005059,013005059,24251,24251,"Przedszkole nr 264 ""Pluszowego Misia""","Przedszkole nr 264 ""Pluszowego Misia""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wawer,Marysin Wawerski,ul. Korkowa,147/149,04-549,Hanna,Wróblewska,228120542,228120542,http://www.przedszkole264.edupage.org,http://przedszkole264.edupage.org/text3/?,p264@edu.um.warszawa.pl,264,nie,jednostka budżetowa,0,212,212,0,9,9,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/24251,,Poradnia Psychologiczno-Pedagogiczna nr 17,,,"21,15398788","52,23979629",,,766
P_267,P_267,013002492,013002492,17897,17897,Przedszkole nr 267,Przedszkole nr 267,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Natolin,ul. Witolda Małcużyńskiego,4,02-793,Anna,Sierocińska-Rudzińska,226486171,226486171,http://www.p267waw.szkolnastrona.pl,http://www.p267waw.szkolnastrona.pl/bip,p267@edu.um.warszawa.pl,267,nie,jednostka budżetowa,0,173,173,0,7,7,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/17897,,Poradnia Psychologiczno-Pedagogiczna nr 19,,,"21,05554199","52,13659766",,,668
P_268,P_268,012524633,012524633,23479,23479,"Przedszkole nr 268 ""Słoneczny Promyk""","Przedszkole nr 268 ""Słoneczny Promyk""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Wrzeciono,ul. Przytyk,5A,01-962,Bożena,Marciniak,228343597,228343597,http://www.slonecznypromyk.pl,http://przedszkole268.bip.um.warszawa.pl,p268@edu.um.warszawa.pl,268,nie,jednostka budżetowa,0,147,147,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23479,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,93795776","52,28857981",,,517
P_269,P_269,013001660,013001660,19850,19850,Przedszkole nr 269,Przedszkole nr 269,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Nowolipki,ul. Smocza,22,01-034,Agnieszka,Jędrysiak,228388013,,http://www.przedszkole269.waw.pl,http://przedszkole269.bip.um.warszawa.pl,p269@edu.um.warszawa.pl,269,nie,jednostka budżetowa,0,143,143,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19850,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,98474884","52,24756498",,,620
P_270,P_270,013002500,013002500,25670,25670,Przedszkole nr 270,Przedszkole nr 270,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Służew,ul. Bełdan,5,02-695,Małgorzata,Dorochowicz,228432632,228432632,http://przedszkole270.przedszkolowo.pl,http://przedszkole270.bip.um.warszawa.pl,p270@edu.um.warszawa.pl,270,nie,jednostka budżetowa,0,47,47,0,2,2,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/25670,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00950623","52,17261102",,,669
P_271,P_271,012525377,012525377,23498,23498,"Przedszkole nr 271 ""Wróbelka Elemelka""","Przedszkole nr 271 ""Wróbelka Elemelka""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Piaski,ul. Władysława Broniewskiego,93,01-876,Elżbieta,Fiodorowska,226333877,226333877,http://www.elemelek.szkolna.net,http://przedszkole271.bip.um.warszawa.pl,p271@edu.um.warszawa.pl,271,nie,jednostka budżetowa,0,135,135,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/23498,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,94105339","52,27104675",,,531
P_272,P_272,012524627,012524627,26487,26487,"Przedszkole nr 272 im. ""Misia Uszatka""","Przedszkole nr 272 im. ""Misia Uszatka""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Wrzeciono,ul. Tadeusza Gajcego,9,01-944,Beata,Nowak,228352157,228352157,http://www.uszatek.waw.pl,http://przedszkole272.bip.um.warszawa.pl,p272@edu.um.warszawa.pl,272,nie,jednostka budżetowa,0,149,149,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/26487,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,93323898","52,29171771",,,516
P_273,P_273,013001676,013001676,19851,19851,Przedszkole nr 273,Przedszkole nr 273,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Ulrychów,ul. Jana Olbrachta,28,01-111,Marzena,Ostrowska,228368913,228774406,http://www.przedszkole273.waw.pl,http://przedszkole273.bip.um.warszawa.pl,p273@edu.um.warszawa.pl,273,nie,jednostka budżetowa,0,146,146,0,6,6,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/19851,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,94107246","52,23754776",,,621
P_274,P_274,013002517,013002517,40529,40529,Przedszkole nr 274,Przedszkole nr 274,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Służew,ul. Bokserska,32,02-682,Ewa,Walewska,228434652,228434652,http://www.przedszkole274.edu.pl,http://przedszkole274.bip.um.warszawa.pl,p274@edu.um.warszawa.pl,274,nie,jednostka budżetowa,0,123,123,0,5,5,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,https://rspo.men.gov.pl/rspo/40529,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00435448","52,16855801",,,670
